exercise,age,gender,income,education,health,happiness,smoking,diet,weight
1,49.69357384333257,1,50714.38920360903,34.02417022476913,23.078487301706236,32.528227827364404,0,1,2574.3565644560967
0,40.365367872491746,1,50001.6643209059,30.83551833829836,12.986692826906234,26.018940089758708,0,1,2534.7951850951276
0,64.318215466458,1,60193.06723748872,46.439839827497515,23.163091535593665,35.53663343305384,0,1,3053.6863025084645
1,44.225987402117646,0,47729.77145565553,32.55187788793893,20.506635693893372,32.36524199797804,0,1,2434.630661898164
1,58.43921625115151,0,46571.613233518845,45.20268478616283,27.806041325128838,40.82849421566335,0,1,2379.5247562701306
0,37.78438045879276,0,47981.114757241165,33.678013192420835,14.90927867085043,29.07634592126219,0,1,2446.6891170598956
1,43.371172372372385,0,58010.19358446778,37.42837410445023,23.303459327715387,34.50595743413241,0,1,2946.0192959081096
1,34.42819503350072,1,73014.00401271447,27.93099529839457,19.55829977184523,27.817301787726777,0,1,3686.1607075565935
0,40.53141278838615,0,54895.27906002263,32.20680954300746,13.582018927997328,25.38335477417735,1,1,2774.5178790018463
0,50.538035877805925,0,58877.065321756,37.58316161290648,15.277211367143405,29.18691978602613,0,1,2990.1653699767303
1,33.414847363000696,1,40112.60934250919,29.056202233091724,20.883511935125398,29.61057032617511,0,1,2046.1252018473726
0,58.44448711939596,1,40123.38625390149,40.96787869284989,24.601079383481974,34.53252628816251,0,1,2053.5508123088653
1,39.24485581184945,0,58165.74090710978,33.138903114615246,24.804108583959177,33.28949759916726,0,1,2953.6044840650648
0,42.6426274065854,0,35909.65149083889,33.53851579324905,15.164124322451304,27.774127859169866,0,1,1836.5894706181361
1,26.046406364677775,1,44978.49936557171,26.766047538911856,14.408494594852822,24.25225468860434,0,1,2278.5340985499165
1,47.084156817122825,0,54286.70631685558,34.897746456937455,23.07436943003351,33.26126762605425,0,1,2751.452176110187
1,47.6275585000948,0,76176.57351504042,35.88059513615633,29.63359018193793,37.9372300431841,0,1,3859.2480291172715
0,43.67295859740977,1,43978.519150428016,37.08162886704015,13.649681073162654,27.25103614671037,1,1,2234.8292237293276
1,34.231718918129836,0,26813.350301599083,26.326126877415454,25.005784120935,32.44538946634409,0,1,1374.4482987677318
1,35.839950481666754,1,57253.34168886045,31.718840092254936,25.853691739888227,33.23178419514729,0,1,2907.0349121347786
0,38.624582851212836,0,61956.04279249598,33.71209291214614,20.252080278218976,32.12924509291982,0,1,3144.9553937672385
1,52.9498747354119,0,68631.93798410537,40.04580849437665,23.614653638971255,36.21276918638667,0,1,3473.9130136001586
0,45.20588975780463,1,54392.9527720051,34.614402187605045,14.679047003177939,28.695572280481034,0,1,2753.7186816197714
1,38.05726612595693,0,40958.39769952776,31.20619963179401,17.583323336585728,29.197595521887973,0,1,2089.8988483322646
1,36.144072734850326,0,40885.171320908135,31.303381650490696,18.57121923091957,29.175004318537546,0,1,2082.371151753425
0,9.342157139442339,1,44791.44722133017,18.80782041614671,14.199735658886741,21.925842572303505,0,1,2272.7995196176976
1,33.318194485286355,1,43528.124285245285,27.25637045493018,18.859864937796196,30.579775334936194,0,1,2214.526221974828
0,40.56964972955121,0,47618.72582549775,30.370442279246916,13.598210756323367,26.342063284614756,0,1,2415.291105611752
0,30.906323117479403,0,39382.51867467845,28.504268348153204,20.105972623333955,28.264125213860645,0,1,2013.6986272576114
1,25.12089502987437,0,39263.629390999806,26.235194352949087,18.649460043570066,28.05113623185894,0,1,2001.2312547094054
0,51.69611031314531,0,52129.38683526063,36.59164059216171,19.82131969493996,32.32570146032269,0,1,2654.4754037111893
0,43.936774344126455,1,50870.99632686601,31.331399509617075,17.959145484770595,28.978231314657958,0,1,2590.3823088885906
1,45.30569407526877,0,64469.43210620451,35.75093853833548,27.222344617076992,37.70381685382495,0,1,3265.965735642329
1,34.13570585594154,1,54702.991292824656,26.76193591025778,17.717297899134667,27.347358591219603,0,1,2770.5437997502386
0,50.56500026090896,0,49667.89213984072,36.822800266291694,21.003375932782504,30.805070974404412,0,1,2524.279523944367
1,32.66081756062497,1,58832.75337074002,29.31407346973924,19.055896070887453,27.844925150834477,0,1,2984.135780722959
0,39.160322628074866,1,43590.44918140684,31.08239374713706,11.44797215901125,24.643740798579902,0,1,2221.359970960963
1,41.27288158823627,1,39699.25892713382,34.28940950553589,22.56734351693922,30.399912368568707,0,1,2032.5754346164456
1,43.44422549233701,0,56035.49245474909,34.32670136905723,19.436390855882287,31.703477762914414,0,1,2843.627484949684
1,46.859699460599444,1,49145.11927416965,36.54582809953857,23.68059220278791,35.029983813271855,0,1,2497.752332566739
1,43.99908258292541,1,56119.36549993324,34.23590288903087,16.969977994349723,30.039269924899514,0,1,2834.881671693148
0,48.93457993378892,1,51334.636018371355,36.86471575302157,25.349917755224542,35.97189105028948,0,1,2617.164128105654
1,43.84793090064306,1,51605.51403355728,36.58850978161574,23.647512596803978,35.00226733070962,0,1,2623.856752730076
0,46.411131995900504,0,53006.050456012,32.44991368043172,10.661263222117606,21.865955585004077,0,1,2692.8445032736777
1,34.2268641702845,0,42295.02585966033,29.24051325259036,19.370742976439363,29.244817940638217,0,1,2151.8789473412216
1,31.8005252769294,0,54004.82473867697,27.525240206030503,33.64554432529416,37.99785968232619,0,1,2743.692011190615
0,47.468188512696365,1,49823.66918353133,33.77157268582518,18.05206363941997,28.718474656789656,0,1,2534.311647428103
0,58.36804656265301,0,62052.5084459349,41.48087669759825,21.62519583601019,35.46835183959968,0,1,3146.969076730127
1,25.445097836795817,1,46463.19522618724,23.41350630423655,12.402268270224841,22.74781223060943,0,1,2358.172329972245
0,31.712793320846583,0,53003.50989475855,28.33558101892896,15.193371424686276,24.5338135123987,0,1,2683.9207133411755
0,33.908560297410844,0,36136.25009702719,29.266811848116923,9.619143153147796,20.635272184671933,0,1,1845.1023142959618
1,29.287033493826872,1,45086.397249486894,26.074183367388848,19.18896727785992,28.74867430833765,0,1,2301.5975359370486
0,28.13056536404609,0,65234.22714403672,24.31620815963371,14.326987199537882,23.380018951913854,0,1,3298.1964876869515
1,34.5936165970345,0,36737.37460769627,27.647530523673165,18.393411496254767,27.171662710909377,0,1,1882.9784626165942
1,33.61505356949047,0,35049.98187604563,31.435680245177778,21.528915423479788,32.939104529373736,0,1,1794.6189237869476
0,41.5041138817725,1,50620.338790459646,28.850227512691923,17.776026490778314,27.08346502845804,0,1,2573.4783135898233
0,49.194503015443374,0,42798.01245811319,34.69088167400034,22.12031806559837,31.971380867216993,0,1,2192.7728292213874
1,49.10146462846847,0,42405.51397104365,37.837644493449346,18.25392395069705,31.7867289804346,0,1,2159.888767147294
1,56.05234445662049,1,58116.79106199861,42.64486206907323,22.257475591535673,37.05179558538173,0,1,2956.271609977366
1,46.67164813152719,1,43323.91919735442,35.54805750084671,20.074785581877507,31.97263728057252,0,1,2208.920123110749
1,49.503377910383804,0,53232.07495567657,38.892380625859715,22.61679974553267,35.42078758393578,1,1,2702.675270555359
0,47.34329331296951,0,49249.1750848484,31.32484133720775,16.790102480856113,27.853298596444066,0,1,2511.267586316293
0,50.15464911682242,0,40639.52385952385,35.80356738780483,14.839288937110489,29.50528291833077,0,1,2075.875075312772
0,46.27385802556937,0,57947.98794849215,31.856505799196615,16.009348376192392,28.18937543164813,0,1,2940.2808006298865
0,50.62654561124147,1,41752.643114724524,36.36788728326525,15.732196179855714,29.797921034608642,1,1,2117.6489374116004
0,42.62884655690303,1,37971.787329159226,35.42383596531007,17.441934276193503,28.73960676068202,0,1,1932.0865717934714
1,19.135141844929777,1,30020.352761936865,18.83818821559715,15.545495798991155,23.598871462338074,0,1,1534.6933156583889
0,29.236310937994148,1,50808.04045861848,25.734374141979995,11.71784930780676,20.393539875502046,0,1,2580.8115806217884
1,34.9248102268251,0,54789.15663287437,26.537545942546153,16.416556361789453,28.775812184390986,0,1,2771.4026830687003
1,37.25498551447658,1,42652.28928182471,33.099478553315706,12.860124044178676,25.669523721039777,0,1,2167.908110103711
1,58.48810888109482,0,52896.22267500161,38.59134790185456,24.57072091470885,37.271515476240594,0,1,2695.9666430018174
0,33.01529752867385,1,52031.9918914564,27.964108546358617,12.50870757555047,25.62465445091847,0,1,2637.6574292032324
0,32.1764144531107,1,46322.67275169106,29.252426293376665,19.03047619132265,28.792464802744274,0,1,2356.4405018155094
0,27.837343096011857,0,62051.936884059614,27.81741134709391,12.755960923843649,21.963404812323176,0,1,3142.0057058833595
0,54.26647479452686,1,59808.44766734992,43.32936336656305,22.553307421444018,36.24303532122481,0,1,3029.8304417935433
1,50.67697649786598,0,47029.015622761646,37.75323149547005,18.963208726930638,31.676947998626755,0,1,2404.1544537209757
0,40.872352455564744,0,52657.37918523056,28.347107786037157,14.601174108694252,26.803983668544873,0,1,2668.656064590566
1,18.065674337615206,1,57326.05968204957,21.49117408314048,10.360633634998397,20.131918464495904,0,1,2899.815059455439
0,55.298344752778476,1,59246.54674354445,42.72085647756505,19.202355310606947,33.61139992291481,0,1,3006.3394080256544
0,34.436377154352314,0,46355.09788762515,29.408572904033477,9.231804311614974,22.183899455786733,0,1,2355.7122628303437
1,44.44168989697039,1,50150.81477577226,33.828521902714385,21.583320350994107,32.401423395333346,0,1,2551.560402214193
0,33.17976381160291,1,47488.862874133374,29.102264894049164,14.962243897739672,27.090946936054088,0,1,2415.2152612012906
0,19.2057694342855,1,52297.215329029335,23.289449072223245,22.173511306704484,28.14541610277144,0,1,2655.103535914978
0,41.91289903178537,1,55723.66070447054,29.79435971068713,24.14775668216408,33.22613190042941,0,1,2831.966549596879
1,30.789722713207734,1,43155.28008491177,25.877759041914466,21.312109775432905,27.495617508836173,0,1,2195.6496792155267
0,41.37744034984189,0,36124.00704411516,32.50279057278962,16.289328794624005,26.91057971172216,1,1,1839.148305113204
1,45.090418417114705,0,35808.137877370405,33.41547719982499,15.43998507547584,28.193220857543686,1,1,1829.97698117776
1,42.0337303720703,1,55738.75256254918,31.89739747723089,21.978387905961277,32.79398979315394,0,1,2822.960883906702
1,33.675906214349496,0,46291.72745370015,30.536841840272572,12.154601778260936,24.256748655034045,0,1,2351.665314955017
1,36.4452866646392,1,48389.812692323205,30.02272808267655,17.00440004370563,27.6233694110861,0,1,2456.492140494553
1,44.57176174016227,0,48567.79119219062,35.55676291079308,21.93069021758843,33.19941471333021,0,1,2467.6695725339596
1,48.19081538638235,1,43712.195303538756,36.5118988017749,27.525127635551204,35.578614648604905,0,1,2226.0628003051092
1,59.31045532417422,1,43075.886485809,41.938615118190654,22.857635780536302,35.06318038796956,0,1,2198.2255118446396
1,41.618819676446556,1,53476.01038791209,35.145494149428295,19.896821817001314,30.421581090852698,0,1,2711.1322166095556
0,50.29756463354558,0,38595.05762549411,37.38706184125032,10.473798382476748,27.604730971932522,1,1,1980.030479773083
0,38.11299524936608,1,62141.544198425596,31.414081676845313,10.33466318333644,23.420304809269314,0,1,3135.631990122648
1,33.120807751438086,0,51732.37386206587,27.17913708068108,21.05901028214724,30.961302746966712,0,1,2626.4223786877797
0,42.61350587915603,1,45997.18964977896,32.66339876273443,10.172279401557592,24.251492492667754,0,1,2340.1740949658706
1,29.640710905014224,0,57524.71198803631,25.474250233712205,11.247318328974396,21.90376313223483,0,1,2919.210318987807
1,29.467075218443302,1,42818.12484226781,24.33106758585894,11.339332095785004,22.993083505390416,0,1,2179.682121616695
0,32.17785559323491,1,60311.380927851234,25.836245207019378,25.397319002448363,31.603850345215985,0,1,3052.545242238453
1,36.59112529284586,1,48731.456649428954,25.934064800075497,20.787976017458412,30.091235250996398,0,1,2472.3260569402014
1,36.330469068003126,0,57242.10749096825,31.39716284525015,17.62582581222991,28.818471794704635,0,1,2897.2807886853298
0,65.89247054236546,1,53070.30509371943,41.72477850327939,23.23134451080768,36.18513676130843,0,1,2705.1100893735875
1,36.90163718151072,0,36728.20012935134,31.260961539876142,22.10119083476889,31.8920149904708,0,1,1883.7612556381266
0,34.032506702889215,0,55875.65259833871,26.088318781819993,8.84770407354738,21.382647809703926,1,1,2833.2020594917212
1,33.46092580588315,0,30220.795584010295,26.444727881345525,18.583261070696285,29.45366113341217,0,1,1548.7600337016813
0,41.948189763343386,1,45116.3084753668,30.17783573227667,18.865441333284313,29.087896332901927,0,1,2286.500445570527
1,45.25934479109866,0,44394.54847085126,33.05407225828115,17.090913963576764,30.460281544592483,0,1,2257.003849969063
1,31.60678411200282,0,28399.66698467641,29.24087656491433,22.62071920535906,31.197798355678177,0,1,1452.8184975871832
1,43.848616083207055,1,58581.088814935036,36.87130496436423,18.764714769640776,31.106866535743844,1,1,2975.025513776435
0,65.43171164780138,0,48467.11709267159,44.032769673188994,18.78122740065029,33.45520491369216,1,1,2473.8004745204153
0,23.211671468054888,0,55194.19680998103,24.04328991451503,11.602838248203396,24.52833762495735,0,1,2784.4799248966165
1,42.467495213828414,0,40478.1335979844,30.55497788171966,16.158100744978984,26.476396211470682,0,1,2062.7698114564114
1,47.898555388541155,0,44977.139701632615,35.10962370036168,26.471617161007998,35.078676618246895,0,1,2294.3894446505215
1,57.292782580982774,1,61604.81260916861,41.32779014449466,18.4144579007731,33.273563084018164,1,1,3120.9861836535483
1,28.925315149923183,1,46867.10442988855,24.71407304937072,16.43332179406904,26.091673168559034,1,1,2377.9725622704177
0,41.812058397008514,0,46821.827259791244,33.17494638878888,17.79569240271143,30.503512096076367,0,1,2385.0388493207197
1,41.2781015932904,1,47838.48395512578,31.44175643585364,25.204459818811983,33.89041024263304,0,1,2432.8449831830058
1,29.338576803607374,0,37856.89701943091,25.751921747017796,21.313981248459108,30.59014841236076,0,1,1938.3615493533634
0,52.96672669660014,1,62590.15865878191,41.834480805538234,17.74767303891003,33.29391393542968,0,1,3178.6748909236226
0,42.71512371003996,1,63987.255519891325,34.096770720571016,14.14413844562064,27.970427801513985,0,1,3230.915028942929
0,51.13392875403149,0,53399.7040032329,36.95912705157789,14.623114180620894,28.427945294284182,0,1,2709.071537640022
1,22.574206565938837,1,44404.30964988964,23.36227762046763,16.135834231662614,25.652476632129474,0,1,2253.4267710240465
1,33.74313594368519,0,25823.766989370317,30.298353583852357,25.7592492673682,34.611564453334665,0,1,1339.2120639373259
0,42.67884272932258,0,60965.137056476655,32.48294897841956,15.209852314252082,26.888816291238832,0,1,3088.1981578083405
0,49.292953953472804,0,58856.06851976183,38.19557167897373,16.284485232013743,29.9546178098472,0,1,2986.60073899825
0,49.87332909903407,0,30637.357801830534,35.54587840144951,8.23355704046131,23.912126461234585,1,1,1564.4660931398914
0,37.9080963162956,0,50345.74606095608,26.2362607990293,17.109203469879077,26.065317955808574,0,1,2564.410806688206
1,49.77695431052142,0,54249.694815759474,39.28184926393362,19.23734967117045,31.46328138396923,0,1,2748.518553832354
1,46.92137589032321,0,34825.55640724028,32.31952142148547,18.761248817988303,28.663245530707158,0,1,1788.8342734831435
0,29.514631819702487,1,42259.932143250124,26.396673450940526,12.560553888016143,24.38609682642366,0,1,2149.8703994375155
1,40.80289738406091,1,59758.50549964496,32.3017637183018,29.25656710403244,37.65733972493188,0,1,3026.613236627401
1,44.90149671929065,0,59338.55639188251,38.45770228805432,11.219356701381829,27.281326971820825,1,1,3009.3604049231208
0,32.7512095133604,1,41694.27379366224,24.324347437716995,12.462093701924568,23.869952787339912,0,1,2106.8392080528524
0,28.054974908705503,1,53278.14065099985,24.951988837271564,12.229933001941792,22.27574175286935,0,1,2700.1396963630546
1,54.560949781216294,1,36549.94259989565,39.12666568694988,23.41783932898503,35.902664199030426,0,1,1879.2709487890115
0,50.79634324538843,1,60696.083916565956,37.02071071971243,15.329537770113925,27.475779591876744,0,1,3074.7391515373847
1,53.692072951855046,1,40446.95246178595,37.38048479027095,23.747425670297776,36.39563585522947,0,1,2074.803429708517
1,51.64142490251052,0,44437.22224322916,39.02953798624222,19.104984746956177,30.595568899758227,1,1,2265.9124565470374
1,25.107460695785573,0,51834.1584742298,19.669098174975723,17.20864726707416,25.582950511520508,1,1,2618.1716978706813
1,60.47200352027664,1,61497.945408708285,42.39053150354828,23.90314486377385,35.65884441372353,0,1,3118.2729624788712
0,23.54367253595407,0,83169.58086114071,25.171680174069245,2.7191655042825422,15.80117174100744,1,1,4193.825033986813
0,53.70705410329279,1,60020.012144984306,38.34413223191035,24.45345218468753,35.15681812107552,0,1,3044.919856738902
1,52.17635247708725,0,53606.593060181774,37.90090070912597,31.83417852615745,41.126468882524605,0,1,2732.0631553431217
0,43.293502351552604,1,43651.611951159066,35.75075740153633,15.55879703145642,28.69854099784557,0,1,2220.9310287155467
1,60.139137431861585,0,42081.56558156484,40.46424752086395,19.254652121014004,33.30195640981225,0,1,2155.3972181861905
1,39.2252073948907,0,44468.116143762505,29.773867669582,21.191694371163493,32.2107420332691,0,1,2266.045724495309
1,24.49955890454251,0,41932.14639074285,24.340580997909154,16.730024427510404,25.932094297520074,0,1,2133.3885969891808
1,40.336738091880655,0,47969.07165226354,34.55760847231361,20.331230660002646,31.655509240053966,0,1,2445.1345168184243
1,51.69738159147841,0,58058.58283610227,38.12022413008919,26.508151649551237,36.99077471849339,0,1,2946.008089375351
1,33.516640727470715,1,56162.46898652426,30.813496411191295,15.45349240315153,28.431127166174512,0,1,2858.0203829698758
0,42.48768596212734,1,41474.30532459945,26.833276026876856,19.207390205995658,29.955538838901052,0,1,2118.608073834622
1,31.749992945181294,1,63114.6427373646,26.04159420972921,19.766127102721804,29.161437856235928,0,1,3196.009520556774
1,44.03163991945141,0,43689.3815104855,32.232808924250286,17.84218527221165,29.17503797940121,0,1,2221.359919508526
1,41.35935732724199,0,41509.28437757126,31.190579513494697,16.943125523570778,26.570506092041832,0,1,2119.8618396765205
0,33.94747985016427,1,42019.49312351215,27.263588630098894,10.608042701920695,21.510872275489348,0,1,2133.6194348800573
1,43.152294440025074,0,58051.35205375043,33.51116614161292,27.24437073969345,35.82602498868388,0,1,2948.338161484011
1,53.693618637899284,0,61299.40572309504,36.99338107707009,22.72709681075881,34.273664321456614,0,1,3112.7842125751067
0,34.54347701809337,1,67449.29050673678,29.697990781881227,9.527909673275655,22.499695519420897,0,1,3416.2841481546143
1,21.616154699172505,0,46994.42248546693,26.195139015835817,10.55275229369269,22.355495194629242,0,1,2381.599947041672
0,49.046044444360604,0,57516.0113287833,35.961951146549914,12.657056818481792,26.361357874022488,0,1,2917.743762161154
0,55.87391800567694,0,44554.232042002695,39.99577600699704,17.11607077697612,31.52402577727468,0,1,2279.3219921449813
1,26.559368349779145,0,45014.74189815949,27.72778347755787,22.341221620661212,32.481448820172886,0,1,2291.8870070595103
1,62.76653153673437,1,49054.416062948796,46.8790436144752,21.54783639496714,36.36596050137938,0,1,2502.4959002351798
0,38.34298647400013,1,51191.324382539846,33.897971459625225,17.86944982758328,31.120702025070344,1,1,2588.00063095312
0,42.28354489402438,0,63908.67895262651,28.772031253819414,13.493833466565931,25.749903004438877,0,1,3245.8178515601617
1,47.269799163683544,1,56613.296138583304,35.963576590786715,24.472984230594573,34.563063759941045,0,1,2872.3400766658815
1,19.85212528321439,1,51201.98030179006,22.20916141942872,11.412380216204447,21.92243870460301,0,1,2592.6854358024925
0,37.26674882296599,1,35917.127096937154,30.408519077671663,15.722934148562913,26.54315290466495,0,1,1835.1294358020086
0,34.68574855526569,1,56430.54306985891,26.79784407062798,15.243670422588913,23.689262083414306,0,1,2850.7377613389253
1,52.820165120035455,0,67217.26785967844,37.53195653142825,22.745773260244817,34.73745806606721,0,1,3415.1235799086703
